@relation amp_5_occupancy-detection

@attribute time-index numeric
@attribute Temperature numeric
@attribute Humidity numeric
@attribute Light numeric
@attribute CO2 numeric
@attribute HumidityRatio numeric
@attribute Occupancy numeric

@data
5454,21.5,29,246,640.5,0.0046,0
5455,21.5,28.9175,236,637.25,0.004587,0
5456,21.533333,28.89,256,637.666667,0.004592,0
5457,21.5,28.89,?,638,0.004582,0
5458,?,28.89,217.4,631.75,0.004599,0
5459,?,28.856667,?,?,0.004596,0
5460,21.6,28.89,209.25,?,0.004611,0
5461,21.6,28.89,?,633.666667,0.004611,0
5462,21.6,28.89,252.75,638,0.004611,0
5463,21.6,28.89,290,644,0.004611,0
5464,21.6,28.89,319.75,639.25,0.004611,0
5465,21.633333,28.856667,340,637,0.004615,0
5466,21.675,?,357,638,0.004628,0
5467,21.7,?,?,?,0.004627,?
5468,21.745,28.79,384,641.75,0.004636,0
5469,21.79,28.7,360,639,0.004634,0
5470,21.79,28.7,345,639.333333,0.004634,0
5471,21.815,28.7,337,650,0.004641,0
5472,21.89,28.79,312.5,651,0.004678,0
5473,21.89,28.7,286,642.75,0.004663,0
5474,21.89,?,260.5,644,0.004663,0
5475,21.89,28.7,287.666667,643,0.004663,0
5476,21.89,28.7,284,647.25,0.004663,0
5477,21.89,28.7,221.333333,645.666667,0.004663,0
5478,21.89,28.7,152.75,641.5,0.004663,0
5479,21.89,28.7225,140.5,639.75,0.004666,0
5480,21.89,28.79,146.666667,642,0.004678,0
5481,21.89,28.79,133,645.666667,0.004678,0
5482,21.84,28.815,148,644,0.004667,0
5483,21.865,28.89,151.5,643.5,0.004687,0
5484,21.823333,28.823333,?,645.666667,0.004664,0
5485,21.89,29,?,647,0.004712,0
5486,21.79,28.89,158.25,645.5,0.004665,0
5487,21.79,28.9175,148.5,640.75,0.00467,?
5488,21.79,28.89,139,639,0.004665,0
5489,21.79,28.9725,139,636.5,0.004679,0
5490,21.89,29,136.5,646.5,0.004712,0
5491,21.79,29,160,651,0.004683,?
5492,21.79,29,188,?,0.004683,0
5493,21.84,28.9725,217,642,0.004693,0
5494,21.823333,28.963333,245,639,0.004687,0
5495,21.89,29,257,638,0.004712,0
5496,21.89,29,289,639,0.004712,0
5497,21.89,28.89,295.5,640.25,0.004694,0
5498,21.963333,28.89,347,634.333333,0.004715,0
5499,22,28.815,345.666667,637,0.004713,?
5500,22.075,28.84,357.8,642.75,0.004739,0
5501,22.1,28.79,260.333333,646.75,0.004738,0
5502,22.1,28.745,209.25,641.5,0.004731,?
5503,22.1,28.79,176.666667,638,0.004738,0
5504,22.1,28.84,163,637.5,0.004747,0
5505,22.05,28.84,192,642.5,0.004732,0
5506,22,28.79,179,641.5,0.004709,0
5507,22.025,28.815,195.25,640,0.004721,0
5508,22,28.865,180,639.5,0.004722,0
5509,22,28.89,169.333333,636.666667,0.004726,0
5510,22,28.89,205.25,636.25,0.004726,0
5511,22,28.89,224,633.666667,0.004726,0
5512,22,28.945,232.75,637.25,0.004735,0
5513,22,?,219.333333,640,0.004744,0
5514,?,28.945,191,?,0.004735,0
5515,22,29,143,641.25,0.004744,0
5516,22,29,138,643,?,0
5517,21.9175,29.025,116,637.75,0.004724,0
5518,21.89,29.05,116,637.5,0.00472,0
5519,21.89,29.1,98.666667,635.666667,0.004728,0
5520,21.89,29.15,113,635.666667,0.004736,0
5521,21.89,29.2,107.6,634,0.004745,0
5522,21.89,29.2,97.666667,631.25,0.004745,0
5523,21.815,29.2225,78.75,630.5,0.004726,0
5524,21.79,29.2675,77.25,630.75,0.004727,?
5525,21.79,29.29,87,632.666667,?,0
5526,21.73,29.29,85.666667,631.666667,0.004713,0
5527,21.7,29.365,89.5,636.25,0.004716,0
5528,21.7,29.426667,82,638.666667,0.004726,0
5529,21.7,29.5,97.666667,640.333333,0.004738,0
5530,21.7,29.5,94,637.5,0.004738,?
5531,21.666667,29.5,109,634.333333,0.004728,0
5532,21.7,29.525,131.5,633.25,0.004742,0
5533,21.6,29.5,145,635.5,?,0
5534,21.625,29.525,178.25,630.5,0.00472,0
5535,21.7,29.5,246,628.5,0.004738,0
5536,21.7,29.5,267,629.333333,0.004738,0
5537,21.7,29.5,?,?,0.004738,0
5538,21.7,29.5,342,627,0.004738,0
5539,21.79,29.365,415.5,632.5,0.004742,0
5540,21.856667,29.29,327,631,0.00475,0
5541,21.89,29.2675,245,?,0.004756,0
5542,21.89,29.2,278,634.666667,0.004745,0
5543,21.9175,29.2,244.5,634.75,0.004753,0
5544,21.9175,29.2,234.5,639,0.004753,0
5545,21.963333,29.2,268,628,0.004766,?
5546,21.9725,29.175,314.666667,630.333333,0.004765,0
5547,22,29.166667,370.75,636.5,0.004771,0
5548,22.025,29.1,270.75,634.5,0.004768,0
5549,22.1,29.15,293.5,636.5,0.004798,0
5550,22.075,29.1,210,634.5,0.004782,0
5551,22.1,29.1,329,628,0.00479,0
5552,22.1,29.133333,385,626.333333,0.004795,0
5553,22.125,29.1,390.5,632,0.004797,0
5554,22.175,28.9975,351.75,624.5,0.004795,0
5555,22.2,28.926667,419,628.333333,0.00479,0
5556,22.2675,28.89,420.5,629,0.004804,0
5557,22.29,28.89,415.5,630,0.004811,0
5558,22.315,28.79,372.75,625.5,0.004801,?
5559,22.356667,28.73,307.666667,?,0.004803,0
5560,22.39,28.7,289,631.25,0.004808,0
5561,22.39,28.7,?,632.666667,0.004808,0
5562,22.39,28.7,347.5,631.75,0.004808,0
5563,22.39,28.7,332,626.25,0.004808,0
5564,22.5,28.7,353.5,626.5,0.004841,0
5565,22.4725,28.7,328.25,631.5,0.004833,0
5566,22.5,28.7,330.75,631,?,0
5567,22.5,28.666667,350,629.333333,0.004835,0
5568,22.5,28.6,323,633.5,0.004824,0
5569,22.533333,28.6,340,636.666667,0.004834,0
5570,22.575,?,356.75,637.25,0.004846,0
5571,22.6,28.6,359.333333,628,0.004853,0
5572,22.6,28.5,355,628.25,0.004836,0
5573,22.625,28.525,300.25,631.5,0.004848,0
5574,22.7,28.6,303.5,626,0.004883,0
5575,22.633333,28.533333,247.333333,624,0.004852,0
5576,22.65,28.55,185.75,626.5,?,0
5577,22.6,28.5,208,629.5,0.004836,0
5578,22.6,28.5,197,626.333333,0.004836,0
5579,22.6,28.6,214,626,0.004853,0
5580,22.6,28.6,205,632,0.004853,0
5581,22.6,28.7,242.5,633,0.00487,0
5582,22.6,28.7,274.5,628,0.00487,0
5583,22.6,28.7,257.5,626,0.00487,0
5584,22.6,28.65,239.25,627.25,0.004862,0
5585,22.6,28.7,222.666667,629.333333,0.00487,0
5586,22.6,28.666667,?,630,0.004865,0
5587,?,28.7,214.25,630,0.00487,0
5588,22.6,28.7,217,626.333333,0.00487,0
5589,22.6,28.7,181.5,624.4,0.00487,?
5590,22.6,28.7,?,630.5,0.00487,0
5591,?,28.7,199,632.333333,0.00487,0
5592,22.575,28.745,229.5,630.75,0.004871,0
5593,22.6,28.7675,237.5,630,0.004882,0
5594,22.566667,28.7,237.666667,630,0.00486,0
5595,22.6,28.7,211.5,630.75,0.00487,0
5596,22.6,?,183.5,626,0.004874,0
5597,22.575,28.7225,195,?,0.004867,0
5598,22.6,28.79,223.5,632.5,0.004886,0
5599,22.6,28.79,233,631,0.004886,0
5600,22.6,28.79,243,632,0.004886,0
5601,22.6,28.7675,263.5,628,0.004882,0
5602,22.6,28.79,285,630,0.004886,0
5603,22.6,28.7,311.5,630.75,0.00487,0
5604,22.6,28.7,309.333333,632,0.00487,0
5605,22.675,28.7675,316.75,635.5,0.004904,0
5606,22.666667,28.73,337,634.666667,0.004895,0
5607,22.7,28.7,326.5,635.25,0.0049,0
5608,22.7225,28.7,325,636.5,0.004907,0
5609,22.7225,28.675,271,638,0.004903,0
5610,22.7675,28.6,242.5,627,0.004903,0
5611,22.79,28.7,264.5,632.666667,0.004927,0
5612,22.76,28.7,300.333333,?,?,?
5613,22.7675,28.65,274,639,0.004912,0
5614,22.76,28.633333,294.666667,637,0.004907,0
5615,22.79,?,319,632.5,0.00491,0
5616,22.79,28.6,284,628,0.00491,?
5617,22.823333,28.633333,286,628,?,0
5618,22.84,28.65,?,633.5,0.004934,0
5619,22.823333,28.6,310,635.333333,0.00492,0
5620,?,28.6,310,632.5,0.00494,0
5621,22.89,28.6,302.5,632,0.00494,0
5622,22.89,28.6,313.333333,630.333333,0.00494,0
5623,22.89,28.575,335,631,0.004936,0
5624,22.945,28.575,324.5,634.75,0.004952,0
5625,23,28.5,322,637,0.004956,0
5626,23,28.5,274.25,633.75,0.004956,0
5627,23,28.5,283.666667,632,0.004956,0
5628,23,28.5,304.5,632.5,?,0
5629,23,28.5,266,632.666667,0.004956,0
5630,23.02,28.52,269.25,?,0.004965,0
5631,23,28.5,316.25,632.25,0.004956,0
5632,23,28.5,327.25,634.75,0.004956,0
5633,23.033333,28.566667,341.333333,633,0.004978,0
5634,23.1,28.55,357.75,630,0.004995,0
5635,23.1,28.5,329,627,0.004986,0
5636,?,28.5,333.25,629,0.004986,0
5637,23.133333,28.5,336.333333,630.666667,0.004996,0
5638,23.175,28.5,316.5,629.75,0.005009,0
5639,23.2,28.5,345,627,0.005017,0
5640,23.2,28.39,273,630.5,0.004997,?
5641,?,28.39,366.5,?,0.004997,0
5642,23.2,28.39,303,631.666667,0.004997,0
5643,23.245,28.445,243.5,633.5,0.005021,0
5644,23.29,28.5,150,633.5,0.005044,0
5645,23.2,28.4725,156.25,?,0.005012,0
5646,23.166667,28.5,140,627.666667,0.005006,0
5647,23.125,28.525,132.75,633,0.004998,0
5648,?,28.6,137.25,633.25,0.005004,0
5649,23.1,28.65,144,635,0.005013,0
5650,23.066667,28.666667,180.333333,632.666667,0.005005,0
5651,23,28.65,173.5,630.25,0.004982,0
5652,23,28.7,171.5,630.25,0.004991,0
5653,23,28.7225,196.5,635.5,0.004995,0
5654,22.9725,28.79,173.666667,635.666667,0.004998,0
5655,22.9725,28.79,134.8,632.75,?,0
5656,22.89,28.79,103.5,637,0.004973,0
5657,?,28.865,97,640,0.004986,0
5658,22.89,29,97,640.5,?,0
5659,22.89,29,106,641.75,0.00501,?
5660,22.856667,29.033333,94,642,0.005005,0
5661,22.79,29,94,644.25,0.004979,0
5662,22.79,29.05,94,641,0.004988,0
5663,22.79,29.1,92.25,645,0.004997,0
5664,22.76,29.166667,93,639.333333,0.004999,0
5665,22.73,29.2,87,636,0.004995,0
5666,22.7,29.2,78.5,636,0.004986,0
5667,22.7,29.29,70,636,0.005002,0
5668,22.675,29.2675,78.5,643.75,0.00499,0
5669,22.625,29.2675,?,649,0.004975,0
5670,22.6,?,105,?,0.004971,0
5671,?,29.365,92.25,641.75,0.004984,?
5672,22.6,29.39,102,647,0.004988,0
5673,22.6,29.39,95.6,646,0.004988,0
5674,22.575,29.4175,?,644,0.004986,0
5675,22.525,29.5,95.333333,649.666667,0.004984,0
5676,22.5,29.525,87.6,652.5,0.004981,0
5677,22.5,29.6,94,642,0.004994,0
5678,22.5,29.6,94,643,0.004994,0
5679,22.5,29.625,95.5,654.5,0.004998,0
5680,22.4725,29.675,100,653.75,0.004998,0
5681,22.445,29.65,107,653.5,0.004985,0
5682,22.4175,29.65,118,656.5,0.004977,0
5683,22.426667,29.73,131,652,0.004993,0
5684,22.39,29.7,131.5,658.75,0.004977,0
5685,22.39,29.7,107.5,656.75,0.004977,0
5686,22.39,29.7,92,655,0.004977,0
5687,22.39,29.7,95.5,652.5,0.004977,0
5688,22.39,29.79,106.5,655.5,0.004992,?
5689,22.39,29.79,90.5,656,0.004992,0
5690,22.39,29.79,92.25,659.5,0.004992,0
5691,22.39,29.79,91.333333,656.666667,0.004992,0
5692,22.34,29.89,78.5,656.75,0.004994,0
5693,22.29,29.89,84.5,658,0.004979,0
5694,22.31,29.956,81,659.5,0.004996,0
5695,22.29,30,81,659.75,0.004997,0
5696,22.29,30,81,659.5,0.004997,0
5697,22.29,30,75.5,661.5,0.004997,0
5698,?,30.1,87.5,662,?,0
5699,22.29,30.1,109.5,660,0.005014,0
5700,22.29,30.1,77.25,654,0.005014,0
5701,22.26,30.066667,75.666667,655,0.004999,0
5702,?,30,79.5,658.5,0.004969,0
5703,22.2,?,63,658.666667,0.004969,0
5704,22.2,30,66.75,656.75,0.004969,0
5705,22.2,30,69.75,661,0.004969,0
5706,22.2,30,57,663,0.004969,0
5707,22.2,30,57,661.75,0.004969,0
5708,22.2,30,?,656,0.004969,0
5709,22.2,30.075,57,655.5,0.004982,0
5710,22.15,30.1,57,653,0.004971,0
5711,22.15,30.125,74,654.25,0.004975,0
5712,22.1,30.2,74,660,0.004972,0
5713,22.1,30.2,74,661.666667,0.004972,0
5714,22.1,30.29,72.666667,?,0.004987,0
5715,22.1,30.29,67.5,661.5,0.004987,0
5716,22.1,30.29,81,659.333333,0.004987,0
5717,22.1,30.29,85.75,658,0.004987,0
5718,22.1,30.29,87,?,0.004987,0
5719,22.1,30.34,91.75,660.75,0.004995,0
5720,22.1,30.34,?,662.5,0.004995,0
5721,22.05,30.34,99,662,0.00498,0
5722,22.075,30.365,81,665.5,0.004992,0
5723,22.033333,30.323333,83.333333,663.666667,0.004972,0
5724,22.05,30.34,77.25,662,0.00498,0
5725,22,30.29,87,659.666667,0.004957,0
5726,22.05,30.365,87,661.5,0.004984,0
5727,22,30.34,96,658.25,?,0
5728,22,30.34,87,666,0.004965,0
5729,22.033333,30.39,87,667,0.004983,0
5730,22,30.39,87,668.75,0.004973,0
5731,22,30.39,87,667,0.004973,0
5732,22,30.39,89.333333,670.333333,0.004973,0
5733,22,30.39,101.25,664.75,0.004973,0
5734,22,30.39,110,663.666667,0.004973,0
5735,22,30.4175,97.75,665,0.004978,0
5736,22,30.4725,94,668,0.004987,0
5737,22,30.5,91.4,666.25,0.004991,0
5738,22,30.463333,121.333333,675,0.004985,0
5739,22,30.4725,131.25,678,0.004987,0
5740,22,30.39,129.5,683,0.004973,0
5741,22.025,30.445,103,680.5,0.00499,0
5742,?,30.426667,89.333333,?,0.004979,0
5743,22,30.5,79.75,?,0.004991,?
5744,22,30.5,81,690.666667,0.004991,0
5745,22,30.5,75.25,682.25,0.004991,0
5746,22,30.5,74,683.5,0.004991,0
5747,22,30.5,80,?,0.004991,0
5748,22,30.5,65.5,682.5,0.004991,0
5749,21.9725,30.5,75.5,676.75,0.004983,0
5750,21.963333,30.5,59.666667,670.333333,0.00498,0
5751,21.9175,30.6,62,677.25,0.004982,0
5752,21.89,30.6,62,674,0.004974,0
5753,21.89,30.6,59,678.75,0.004974,0
5754,21.89,30.6,65.666667,678,0.004974,0
5755,21.89,30.7,62,674,0.00499,0
5756,21.89,30.666667,?,680.666667,0.004985,0
5757,21.89,30.7,45.5,681.25,0.00499,0
5758,?,30.7,44,685.5,0.00499,0
5759,21.89,30.7,42.25,685.25,0.00499,0
5760,21.89,30.7,51.333333,682.666667,0.00499,0
5761,21.89,30.7,45.333333,?,0.00499,0
5762,?,30.7,55,686.5,0.00496,0
5763,21.79,30.7,57.333333,679.333333,0.00496,0
5764,21.79,30.7675,56,678.25,0.004971,0
5765,21.79,30.745,40.5,?,0.004967,0
5766,21.79,30.79,62,663.5,0.004974,0
5767,21.76,30.79,60.333333,664,0.004965,?
5768,21.79,30.865,82,660.25,0.004987,0
5769,21.73,30.89,80.333333,660,0.004972,0
5770,21.7675,30.89,64.25,649.75,0.004984,0
5771,21.79,30.89,85.75,651.5,0.004991,0
5772,21.745,30.89,87,653,0.004977,0
5773,21.745,30.89,74,648,0.004977,0
5774,21.79,30.89,?,?,0.004991,0
5775,21.73,30.89,62,652.666667,0.004972,0
5776,21.7,30.89,74,652.75,0.004963,0
5777,21.7,30.89,57,659.25,0.004963,?
5778,21.79,30.89,59.5,661,0.004991,0
5779,21.7,30.89,73,656.8,0.004963,0
5780,21.7,30.926667,80,657,0.004969,0
5781,21.7,30.945,77.5,?,0.004972,0
5782,21.73,30.926667,60.666667,655.666667,0.004978,0
5783,21.7,30.945,71.25,658,0.004972,0
5784,21.7,30.963333,82.333333,654,0.004975,?
5785,?,30.9725,77.5,654,0.004976,0
5786,21.7,31,63,655.666667,0.004981,0
5787,21.7,30.89,63,654,0.004963,0
5788,21.7,?,77.5,?,0.004981,0
5789,21.7,31,70,659,0.004981,0
5790,21.7,31,68.5,655,0.004981,0
5791,21.7,31,74,659,0.004981,0
5792,21.7,31,64.25,656.75,0.004981,0
5793,21.7,31,57,657,0.004981,0
5794,21.7,31,71.5,656,0.004981,0
5795,21.675,31,69.75,652,0.004973,0
5796,21.7,31,68,653,0.004981,0
5797,21.7,31.025,50,658.5,0.004985,0
5798,21.7,31.025,50,657,0.004985,0
5799,21.7,31.1,50,656,0.004997,0
5800,21.7,31.075,50,660.25,0.004993,0
5801,21.675,?,57.25,662.75,0.004985,0
5802,21.7,31.1,50,659.25,0.004997,0
5803,21.7,31.125,50,661.5,0.005001,0
5804,21.675,31.15,50,659.75,0.004997,?
5805,21.7,31.2,50,?,0.005013,0
5806,21.7,31.2,50,659,0.005013,0
5807,21.7,31.2,50,663.25,0.005013,0
5808,21.7,31.2,50,658.75,0.005013,0
5809,21.65,31.15,50,654,0.00499,0
5810,21.666667,31.166667,50,660,0.004998,0
5811,21.625,31.125,48.5,654.75,0.004978,0
5812,21.625,31.15,47,649.5,?,0
5813,21.6,31.2,62,656.333333,0.004982,0
5814,21.6,31.2,42.25,660,0.004982,0
5815,21.65,31.2,55,662.5,0.004998,0
5816,21.6,31.2,40.5,663,0.004982,0
5817,21.6,31.2,45.333333,666,0.004982,0
5818,21.6,31.245,40.5,663,0.00499,0
5819,?,31.29,46,660,0.004997,0
5820,21.566667,31.29,23,661.333333,0.004987,0
5821,21.55,31.29,43.75,670,0.004982,0
5822,21.525,31.29,19,?,0.004974,0
5823,21.525,31.34,40.75,659.5,0.004982,0
5824,21.5,31.39,39.5,?,0.004982,0
5825,21.5,31.39,25,662.333333,0.004982,0
5826,21.5,31.39,28.75,663.5,0.004982,0
5827,21.5,31.5,31,663,0.005,0
5828,21.5,31.5,48,662,0.005,0
5829,21.5,31.5,48,?,0.005,0
5830,21.5,31.5,40.75,661.5,?,0
5831,21.445,31.445,48,658.5,0.004974,0
5832,21.4175,31.4725,33.5,657.5,0.00497,0
5833,21.4175,31.525,48,663,0.004978,0
5834,21.445,31.55,48,661,0.004991,0
5835,21.39,31.525,40.75,657.75,0.00497,0
5836,21.39,31.55,33.5,661.5,0.004974,0
5837,21.39,31.6,48,667,0.004982,0
5838,21.39,31.6,31,?,0.004982,0
5839,21.365,31.6,31,662.5,0.004974,0
5840,21.365,31.6,22,657.25,0.004974,0
5841,21.315,31.6,22,662.333333,0.004959,0
5842,21.29,31.666667,28.75,663.75,0.004962,0
5843,21.29,31.7,31,?,?,0
5844,21.34,31.65,31,661.5,0.004974,0
5845,21.29,31.745,31,664.5,0.004974,0
5846,21.29,?,31,666.333333,0.004967,0
5847,21.29,31.7,31,665.666667,0.004967,0
5848,21.29,31.7675,31,659,0.004978,0
5849,21.29,31.7675,31,662.75,?,0
5850,21.29,31.79,31,661.666667,0.004981,0
5851,21.29,31.79,31,663.5,0.004981,0
5852,21.2675,31.7675,31,663.75,0.004971,0
5853,21.245,31.79,31,664,0.004967,0
5854,21.245,31.815,19.75,669.25,0.004971,0
5855,21.2,31.79,26.5,668.5,0.004954,0
5856,21.2,31.79,40,670.333333,0.004954,0
5857,21.2,31.79,40,672,?,0
5858,21.2,31.79,34.666667,665,0.004954,0
5859,21.175,31.79,26.5,662,0.004946,?
5860,21.175,31.865,32,673.25,0.004958,?
5861,21.133333,31.89,24,670,0.004949,0
5862,21.125,31.89,24,670.75,?,0
5863,21.1,31.89,32,669,0.004939,0
5864,21.15,31.89,26.5,667,0.004954,0
5865,21.125,31.89,13,665.5,0.004946,0
5866,21.1,31.89,26.5,668.75,0.004939,0
5867,21.1,31.89,31,670,0.004939,0
5868,21.1,31.89,26.5,671.25,?,0
5869,21.1,31.89,36,662.25,0.004939,0
5870,21.1,31.89,40,667,0.004939,?
5871,21.1,31.89,26.5,662.5,0.004939,0
5872,21.066667,31.926667,31,668.666667,0.004934,0
5873,21.1,32,26.5,674.25,0.004956,0
5874,21,31.89,31,673.666667,0.004908,0
5875,21.05,31.945,26.5,668.5,0.004932,0
5876,21.033333,31.926667,31,667.333333,0.004924,0
5877,21,31.89,26.5,675.75,0.004908,0
5878,21,?,31,?,0.004908,0
5879,?,31.9175,26.5,670,0.004912,0
5880,21,31.89,40,664.333333,0.004908,0
5881,21,32,33.25,667.5,0.004925,0
5882,21,?,26.5,673.5,0.004925,0
5883,21,32,26,681.25,0.004925,0
5884,21,32,24,677,0.004925,0
5885,?,32.0225,24,672,0.004929,0
5886,20.926667,32.06,24,678,0.004912,0
5887,?,32.06,24,692,0.004923,0
5888,20.945,32.09,?,690,0.004922,0
5889,20.926667,32.09,24,685,0.004917,0
5890,20.89,32.09,24,683,0.004906,0
5891,20.89,32.09,24,684,0.004906,0
5892,20.89,32.09,24,684.5,0.004906,0
5893,20.89,32.126667,24,687.666667,0.004911,0
5894,20.89,32.09,?,685.5,0.004906,0
5895,20.89,32.163333,24,685,?,0
5896,20.89,32.1725,24,?,0.004918,0
5897,20.84,32.145,?,690.75,0.004899,0
5898,20.823333,32.126667,18,689.333333,0.004891,0
5899,20.856667,32.163333,24,693.333333,0.004907,0
5900,20.84,32.145,24,692,0.004899,0
5901,20.815,32.095,24,689.25,0.004884,0
5902,?,32.045,24,686,0.004868,0
5903,20.79,32.045,24,685.5,0.004868,0
5904,20.79,?,24,684.5,0.004865,0
5905,20.79,32.09,10.5,681.5,0.004875,0
5906,20.79,32.09,6,685.75,0.004875,0
5907,20.79,32.09,6,682.333333,0.004875,0
5908,20.79,32.1175,6,678.5,0.004879,0
5909,20.79,32.145,6,683.333333,0.004884,0
5910,20.79,32.2,13.333333,687,?,0
5911,20.745,32.2,17,682,0.004878,0
5912,20.73,?,20.666667,680.333333,0.004874,0
5913,20.7225,32.2225,17,?,0.004875,?
5914,20.7,32.2,20.666667,678.666667,0.004865,0
5915,20.7,32.26,11.333333,674,0.004874,0
5916,20.7,32.2225,14,678.5,0.004868,0
5917,20.7225,32.2675,14,675.75,0.004882,0
5918,20.7,32.29,14,679.5,0.004879,0
5919,20.7,?,14,682.666667,0.004879,0
5920,20.7,?,14,686.25,0.004879,0
5921,?,32.29,14,685,0.004863,0
5922,20.7,32.3175,14,669.25,0.004883,0
5923,?,32.4,14,670.5,0.004895,0
5924,20.7,32.3725,14,675.5,0.004891,0
5925,20.65,32.345,14,681,0.004872,0
5926,20.65,32.3725,14,680,0.004876,0
5927,20.6,32.3175,14,682.333333,0.004852,0
5928,20.625,32.425,14,670,0.004876,0
5929,20.6,32.4,14,671,0.004865,?
5930,20.6,32.4,14,673,0.004865,0
5931,20.6,32.45,14,677,0.004873,0
5932,20.6,32.433333,14,680,0.00487,?
5933,20.6,32.4,14,681,0.004865,0
5934,20.6,32.5,14,680.5,0.00488,?
5935,20.6,32.45,14,673.5,0.004873,0
5936,20.566667,32.5,14,673,0.00487,0
5937,?,32.5,14,672.25,0.00488,0
5938,20.5,32.5,14,668,0.00485,0
5939,20.525,32.5,?,674.75,0.004857,0
5940,20.55,32.5,14,671,0.004865,0
5941,20.55,32.5,14,669.25,0.004865,0
5942,20.5,32.5,?,668.625,0.00485,0
5943,20.55,32.59,14,668,0.004879,0
5944,20.5,?,0,673.5,0.004863,0
5945,20.5,32.545,7,675.5,0.004857,0
5946,20.5,32.5,0,677,?,0
5947,20.5,?,0,676,0.004863,0
5948,20.5,32.645,0,?,0.004872,0
5949,20.5,32.645,0,?,0.004872,0
5950,20.5,32.645,0,680.5,0.004872,0
5951,20.5,32.7,0,679.333333,0.00488,0
5952,20.5,32.7,?,?,0.00488,?
5953,20.5,32.59,0,678.5,0.004863,0
5954,20.5,32.7,0,670.5,0.00488,0
5955,20.5,32.7,0,668,0.00488,0
5956,20.5,32.645,0,669.5,?,0
5957,20.5,32.7,0,674,0.00488,0
5958,20.5,32.7,0,676,0.00488,0
5959,20.5,32.7,0,675.5,?,0
5960,20.5,32.7,0,674,0.00488,0
5961,20.5,32.7,0,673,0.00488,0
5962,20.5,?,0,668,0.00488,0
5963,20.5,32.7,0,667.5,0.00488,0
5964,20.5,32.7,0,679.666667,0.00488,0
5965,20.5,32.7,0,674.5,0.00488,0
5966,20.5,?,0,671.5,0.004893,0
5967,20.5,32.79,0,669,0.004893,0
5968,20.5,32.79,0,671,0.004893,0
5969,20.5,32.79,0,679,0.004893,0
5970,20.5,32.79,?,676,0.004893,0
5971,20.5,32.79,0,678.5,0.004893,0
5972,20.5,32.79,0,680.666667,0.004893,0
5973,?,32.79,0,685,?,0
5974,20.5,32.79,0,680,0.004893,0
5975,20.5,32.79,0,672,0.004893,0
5976,20.5,32.79,0,671,0.004893,0
5977,20.5,32.79,?,674,0.004893,0
5978,20.5,32.79,0,675.5,0.004893,0
5979,?,32.79,0,674.5,0.004893,0
5980,20.5,32.79,0,678,0.004893,0
5981,20.5,32.79,0,677,0.004893,0
5982,20.5,32.79,0,671,0.004893,0
5983,20.5,32.79,0,669,0.004893,0
5984,20.5,32.79,?,?,?,0
5985,20.5,?,0,673.666667,0.004893,0
5986,20.5,32.79,0,675,0.004893,0
5987,?,32.79,0,674,0.004893,0
5988,20.5,32.79,0,675,?,0
5989,20.5,32.79,0,675,0.004893,0
5990,20.5,32.79,0,?,0.004893,0
5991,20.5,32.79,0,657,0.004893,0
5992,20.5,32.79,0,651.666667,0.004893,0
5993,20.5,32.79,?,652,0.004893,0
5994,20.5,32.79,0,653,0.004893,0
5995,20.5,32.79,0,653.5,0.004893,0
5996,20.5,32.79,0,648,0.004893,0
5997,20.5,32.79,0,647,0.004893,0
5998,20.5,32.79,0,653,0.004893,0
5999,20.5,32.79,0,649.666667,0.004893,0
6000,20.5,32.79,0,646,0.004893,0
6001,20.5,32.79,0,?,0.004893,0
6002,20.5,32.79,0,646,0.004893,0
6003,20.5,?,0,649,0.00491,0
6004,20.5,32.845,0,646.5,0.004902,0
6005,20.445,32.845,0,647,0.004885,0
6006,20.5,32.9,0,650.5,0.00491,0
6007,20.5,32.9,?,654,0.00491,0
6008,?,32.863333,0,653.333333,0.004893,?
6009,20.5,32.9,0,651,0.00491,0
6010,20.445,32.845,0,661,0.004885,0
6011,20.39,32.79,0,661,0.00486,0
6012,20.39,32.79,0,665.5,0.00486,0
6013,20.445,32.845,0,659.5,0.004885,0
6014,20.39,32.79,0,656.5,?,0
6015,20.39,32.79,0,643.5,0.00486,0
6016,20.39,32.79,0,644.5,0.00486,?
6017,20.39,?,0,650,0.00486,0
6018,20.39,32.79,0,653,0.00486,0
6019,20.39,32.79,0,648,0.00486,0
6020,20.39,32.845,0,650.5,0.004868,0
6021,20.39,32.79,0,653.333333,0.00486,0
6022,20.39,32.79,0,651,0.00486,0
6023,20.39,32.845,0,663,0.004868,0
6024,20.39,32.863333,0,661.666667,0.004871,0
6025,20.39,32.79,?,661,0.00486,0
6026,20.39,32.79,0,659.5,0.00486,0
6027,20.39,?,0,661.5,0.00486,?
6028,20.39,32.79,0,?,0.00486,0
6029,?,32.79,0,661.666667,0.00486,0
6030,20.39,32.79,?,653,0.00486,0
6031,20.39,32.79,0,?,0.00486,?
6032,20.39,32.79,0,646.5,0.00486,0
6033,20.39,32.79,0,657,0.00486,0
6034,20.39,32.79,0,659.5,?,0
6035,20.39,32.79,0,659,0.00486,0
6036,20.39,32.79,0,655,0.00486,0
6037,20.39,32.7,0,652,0.004847,0
6038,20.39,32.79,0,656,0.00486,0
6039,20.39,32.7,0,659,0.004847,0
6040,20.39,32.7,0,660,?,0
6041,20.39,32.7,0,664.333333,0.004847,0
6042,20.39,32.7,0,?,0.004847,0
